pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,7/28/2019,96.6,-1.5362,6.3135,Max Kepler,596146,614179,field_error,hit_into_play_no_out,n/a,n/a,n/a,n/a,14,Max Kepler reaches on a fielding error by first baseman AJ Reed.  ,R,L,R,CWS,MIN,X,3,ground_ball,2,2,2019,-0.3758,1.1508,0.338,1.3872,null,null,null,2,4,Top,160.49,162.74,n/a,n/a,456078,n/a,190728_192546,5.7637,-140.3525,-10.107,-5.9732,24.9084,-15.4131,3.2582,1.8403,63,109.4,1.6,96.444,2317,5.808,567315,614179,456078,607223,570560,660162,572365,445055,641553,544725,54.6912,0.57,0.524,0.9,1,0,0,4,30,5,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shift,Standard
SL,7/28/2019,85.2,-2.0737,6.129,Max Kepler,596146,614179,null,foul,n/a,n/a,n/a,n/a,13,null,R,L,R,CWS,MIN,S,null,null,2,1,2019,0.4634,-0.0696,-0.1032,1.3351,null,null,null,2,4,Top,null,null,n/a,n/a,456078,n/a,190728_192503,3.6768,-124.0222,-4.8285,4.0277,22.2455,-32.2407,3.2379,1.7281,null,null,null,84.462,2033,5.557,567315,614179,456078,607223,570560,660162,572365,445055,641553,544725,54.942,null,null,null,null,null,null,null,30,4,Slider,0,5,5,0,5,0,5,0,Infield shift,Standard
CH,7/28/2019,86.9,-2.0433,6.0391,Max Kepler,596146,614179,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,CWS,MIN,B,null,null,1,1,2019,-1.0679,0.3799,-0.0445,0.266,null,null,null,2,4,Top,null,null,n/a,n/a,456078,n/a,190728_192433,6.8895,-126.1151,-8.3344,-12.6429,24.9021,-26.7402,3.2976,1.8801,null,null,null,86.331,1781,6.008,567315,614179,456078,607223,570560,660162,572365,445055,641553,544725,54.4912,null,null,null,null,null,null,null,30,3,Changeup,0,5,5,0,5,0,5,0,Infield shift,Standard
CH,7/28/2019,84.6,-2.0217,6.138,Max Kepler,596146,614179,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,CWS,MIN,B,null,null,0,1,2019,-0.9078,0.3854,-0.9392,1.4383,null,null,null,2,4,Top,null,null,n/a,n/a,456078,n/a,190728_192411,4.2611,-123.0423,-5.3868,-9.8898,21.5164,-27.5609,3.269,1.7907,null,null,null,84.315,1504,5.867,567315,614179,456078,607223,570560,660162,572365,445055,641553,544725,54.6325,null,null,null,null,null,null,null,30,2,Changeup,0,5,5,0,5,0,5,0,Infield shift,Standard
CU,7/28/2019,82.4,-2.1151,6.1285,Max Kepler,596146,614179,null,called_strike,n/a,n/a,n/a,n/a,4,null,R,L,R,CWS,MIN,S,null,null,0,0,2019,0.5616,-0.2834,-0.6283,2.3726,null,null,null,2,4,Top,null,null,n/a,n/a,456078,n/a,190728_192350,2.2883,-119.8951,-1.5346,4.8753,20.6898,-34.807,3.42,1.7018,null,null,null,81.346,2105,5.338,567315,614179,456078,607223,570560,660162,572365,445055,641553,544725,55.1612,null,null,null,null,null,null,null,30,1,Curveball,0,5,5,0,5,0,5,0,Infield shift,Standard
CH,7/28/2019,88.6,-2.8872,6.1342,Max Kepler,596146,622772,strikeout,swinging_strike_blocked,n/a,n/a,n/a,n/a,13,Max Kepler strikes out swinging.  ,R,L,R,CWS,MIN,S,2,null,2,2,2019,-0.8515,0.5706,-0.3282,0.9819,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184550,8.0963,-128.8172,-7.883,-11.0584,20.9199,-24.519,3.3715,1.65,null,null,null,89.944,1611,6.678,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,53.8214,null,null,0,1,0,0,null,15,6,Changeup,0,5,5,0,5,0,5,0,Infield shift,Standard
SL,7/28/2019,81.9,-2.6413,6.2524,Max Kepler,596146,622772,null,ball,n/a,n/a,n/a,n/a,11,null,R,L,R,CWS,MIN,B,null,null,1,2,2019,0.4533,-0.9328,-1.3778,3.3659,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184529,1.9843,-119.3605,1.6507,4.0456,18.0825,-41.5502,3.3467,1.7361,null,null,null,82.289,2319,5.996,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,54.5039,null,null,null,null,null,null,null,15,5,Slider,0,5,5,0,5,0,5,0,Infield shift,Standard
FF,7/28/2019,99.1,-2.5845,6.3048,Max Kepler,596146,622772,null,foul,n/a,n/a,n/a,n/a,3,null,R,L,R,CWS,MIN,S,null,null,1,2,2019,-0.1192,1.1269,0.4038,3.4415,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184512,8.5456,-144.3114,-5.2359,-3.3383,27.3384,-15.0789,3.32,1.65,195,69.2,46.2,100.988,2172,6.869,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,53.6307,null,null,null,null,null,null,null,15,4,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shift,Standard
FF,7/28/2019,95.9,-2.7625,6.3059,Max Kepler,596146,622772,null,foul,n/a,n/a,n/a,n/a,5,null,R,L,R,CWS,MIN,S,null,null,1,1,2019,-0.1314,1.0021,0.0393,2.8424,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184445,7.7196,-139.4754,-5.8926,-3.2516,27.4034,-17.9649,3.4298,1.65,190,72.5,61,96.586,2137,6.429,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,54.0706,null,null,null,null,null,null,null,15,3,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shift,Standard
CH,7/28/2019,86.9,-2.7999,6.1782,Max Kepler,596146,622772,null,swinging_strike,n/a,n/a,n/a,n/a,14,null,R,L,R,CWS,MIN,S,null,null,1,0,2019,-0.9597,0.5566,0.1801,1.2047,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184418,9.2994,-126.2393,-7.0065,-12.3967,24.5635,-24.8359,3.42,1.8264,null,null,null,88.299,1729,7.156,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,53.3437,null,null,null,null,null,null,null,15,2,Changeup,0,5,5,0,5,0,5,0,Infield shift,Standard
SL,7/28/2019,80,-2.9913,6.2493,Max Kepler,596146,622772,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,CWS,MIN,B,null,null,0,0,2019,0.1221,-0.6448,-0.227,1.542,null,null,null,0,2,Top,null,null,n/a,n/a,456078,n/a,190728_184400,5.864,-116.4743,-2.4879,0.0527,21.0089,-37.7992,3.3572,1.8423,null,null,null,80.103,2303,6.242,567315,622772,456078,607223,570560,660162,572365,445055,641553,544725,54.2578,null,null,null,null,null,null,null,15,1,Slider,0,5,5,0,5,0,5,0,Infield shift,Standard
FT,7/28/2019,93.6,-1.2294,6.5843,Max Kepler,596146,592229,double,hit_into_play_no_out,n/a,n/a,n/a,n/a,8,Max Kepler doubles (24) on a sharp line drive to right fielder Leury Garcia.  ,R,L,R,CWS,MIN,X,9,line_drive,0,0,2019,-1.1879,0.8466,-0.0789,2.0331,null,null,null,0,1,Top,214.45,93.18,n/a,n/a,456078,n/a,190728_181124,5.4474,-135.944,-7.7155,-15.5797,29.1385,-20.4919,3.42,1.65,324,103.9,17.1,92.487,1983,5.681,567315,592229,456078,607223,570560,660162,572365,445055,641553,544725,54.8188,0.55,0.629,1.25,1,1,1,5,1,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SI,7/27/2019,95.9,1.9971,5.7636,Max Kepler,596146,607481,grounded_into_double_play,hit_into_play,n/a,n/a,n/a,n/a,8,Max Kepler grounds into a double play; second baseman Yolmer Sanchez to shortstop Jose Rondon to first baseman Jose Abreu.   Byron Buxton out at 2nd.    Max Kepler out at 1st.  ,R,L,L,CWS,MIN,X,4,ground_ball,3,2,2019,1.0339,0.2696,0.0052,1.8612,null,null,621439,1,8,Top,150.8,153.66,n/a,n/a,543510,n/a,190728_014937,-7.5601,-139.6307,-5.425,14.9779,24.754,-27.8336,3.4,1.63,9,101.8,-10.7,96.531,1950,6.148,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.3514,0.288,0.261,0,1,0,0,2,60,6,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard
SI,7/27/2019,96.4,2.0532,5.7286,Max Kepler,596146,607481,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,B,null,null,2,2,2019,0.9691,0.3557,-1.1117,1.9798,null,null,621439,1,8,Top,null,null,n/a,n/a,543510,n/a,190728_014904,-10.5025,-140.0241,-5.237,14.6764,25.2024,-26.7232,3.4,1.63,null,null,null,96.534,2073,6.017,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.4829,null,null,null,null,null,null,null,60,5,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard
SI,7/27/2019,95.9,1.9811,5.7402,Max Kepler,596146,607481,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,B,null,null,1,2,2019,0.9,0.1353,-1.4376,2.2451,null,null,621439,1,8,Top,null,null,n/a,n/a,543510,n/a,190728_014827,-10.9699,-139.3066,-3.9981,13.7452,25.2712,-29.8685,3.4,1.63,null,null,null,96.043,2062,6.042,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.4579,null,null,null,null,null,null,null,60,4,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard
FC,7/27/2019,88,2.1101,5.8393,Max Kepler,596146,607481,null,foul,n/a,n/a,n/a,n/a,7,null,R,L,L,CWS,MIN,S,null,null,1,1,2019,-0.0181,0.245,-0.4731,1.5886,null,null,621439,1,8,Top,null,null,n/a,n/a,543510,n/a,190728_014759,-6.141,-127.9604,-4.6823,0.9618,24.1051,-28.8892,3.4,1.63,73,63.2,7.5,87.107,2295,5.569,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.9304,null,null,null,null,null,null,null,60,3,Cutter,4,1,1,4,1,4,1,4,Infield shift,Standard
SI,7/27/2019,95.9,2.1541,5.7025,Max Kepler,596146,607481,null,foul,n/a,n/a,n/a,n/a,6,null,R,L,L,CWS,MIN,S,null,null,1,0,2019,1.3199,0.1865,0.4444,2.335,null,null,621439,1,8,Top,null,null,n/a,n/a,543510,n/a,190728_014731,-7.3908,-139.4543,-3.7523,18.572,27.1977,-29.2269,3.4,1.63,null,null,null,95.711,2076,5.923,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.5767,null,null,null,null,null,null,null,60,2,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard
SI,7/27/2019,96.9,2.2115,5.7374,Max Kepler,596146,607481,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,B,null,null,0,0,2019,1.2769,0.2036,-0.525,1.04,null,null,621439,1,8,Top,null,null,n/a,n/a,543510,n/a,190728_014710,-10.1132,-140.636,-7.4536,18.9173,27.5552,-28.2123,3.4,1.63,null,null,null,96.764,2047,6.054,567314,607481,543510,547989,570560,660162,602922,544725,641553,641477,54.4458,null,null,null,null,null,null,null,60,1,Sinker,4,1,1,4,1,4,1,4,Infield shift,Standard
CH,7/27/2019,84.5,-2.8175,6.1957,Max Kepler,596146,467100,field_out,hit_into_play,n/a,n/a,n/a,n/a,13,Max Kepler pops out to third baseman Yoan Moncada.  ,R,L,R,CWS,MIN,X,5,popup,0,0,2019,-1.035,0.7008,-0.9102,2.3661,null,null,null,2,5,Top,104.77,165.77,n/a,n/a,543510,n/a,190728_004352,6.4601,-122.8112,-3.9324,-11.6627,23.6937,-24.5815,3.4,1.63,null,80,69,84.265,1924,6.144,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.3551,0.002,0,0,1,0,0,3,37,1,Changeup,2,1,1,2,1,2,1,2,Infield shift,Standard
CU,7/27/2019,82.4,-2.6516,6.286,Max Kepler,596146,467100,hit_by_pitch,hit_by_pitch,n/a,n/a,n/a,n/a,14,Max Kepler hit by pitch.  ,R,L,R,CWS,MIN,B,null,null,1,2,2019,0.361,-0.7421,2.4955,0.2757,null,621439,null,2,3,Top,null,null,n/a,n/a,543510,n/a,190727_235831,10.8195,-119.4137,-5.6408,1.464,21.1676,-38.3599,3.4,1.63,null,null,null,81.276,2455,5.577,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.9224,null,null,0.7,1,0,0,null,20,4,Curveball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,7/27/2019,93,-2.719,6.3129,Max Kepler,596146,467100,null,called_strike,n/a,n/a,n/a,n/a,3,null,R,L,R,CWS,MIN,S,null,null,1,1,2019,-0.6686,1.063,0.6245,3.3438,null,621439,null,2,3,Top,null,null,n/a,n/a,543510,n/a,190727_235757,9.8808,-135.0728,-4.1174,-9.9527,25.3733,-18.7403,3.4,1.63,null,null,null,92.443,2296,5.756,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.7434,null,null,null,null,null,null,null,20,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,7/27/2019,93.2,-2.6664,6.3069,Max Kepler,596146,467100,null,swinging_strike,n/a,n/a,n/a,n/a,3,null,R,L,R,CWS,MIN,S,null,null,1,0,2019,-0.8837,0.755,0.5055,3.2396,null,621439,null,2,3,Top,null,null,n/a,n/a,543510,n/a,190727_235729,9.9146,-135.3854,-3.7312,-12.6439,26.3546,-22.5141,3.4,1.63,null,null,null,92.488,2288,5.719,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.7806,null,null,null,null,null,null,null,20,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,7/27/2019,92.2,-2.682,6.2923,Max Kepler,596146,467100,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,CWS,MIN,B,null,null,0,0,2019,-0.5289,0.6888,0.4263,3.6674,null,621439,null,2,3,Top,null,null,n/a,n/a,543510,n/a,190727_235703,8.9181,-134.0344,-2.3334,-8.0069,25.7933,-23.7516,3.4,1.63,null,null,null,91.605,2304,5.74,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.7593,null,null,null,null,null,null,null,20,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
CU,7/27/2019,80,-2.5824,6.371,Max Kepler,596146,467100,field_out,hit_into_play,n/a,n/a,n/a,n/a,5,Max Kepler grounds out; shortstop Jose Rondon to first baseman Jose Abreu.  ,R,L,R,CWS,MIN,X,6,ground_ball,0,1,2019,0.4483,-0.3721,-0.1499,2.8019,null,null,null,0,1,Top,150.19,148.81,n/a,n/a,543510,n/a,190727_231039,4.493,-116.4465,-0.5726,3.3108,18.645,-35.6392,3.4,1.63,21,79.3,-4.5,79.654,2330,5.706,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.7936,0.14,0.13,0,1,0,0,2,1,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,7/27/2019,91.9,-2.6408,6.3435,Max Kepler,596146,467100,null,swinging_strike,n/a,n/a,n/a,n/a,2,null,R,L,R,CWS,MIN,S,null,null,0,0,2019,-0.9229,0.9261,0.204,3.2797,null,null,null,0,1,Top,null,null,n/a,n/a,543510,n/a,190727_231017,9.0272,-133.5835,-3.8832,-12.5667,24.8382,-20.7423,3.4,1.63,null,null,null,91.24,2327,5.646,567314,467100,543510,547989,570560,660162,602922,544725,641553,641477,54.8534,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SI,7/26/2019,91.4,1.8125,6.1678,Max Kepler,596146,446321,strikeout,swinging_strike,n/a,n/a,n/a,n/a,8,Max Kepler strikes out swinging.  ,R,L,L,CWS,MIN,S,2,null,2,2,2019,1.8007,0.4212,0.0347,1.3998,null,621439,null,2,8,Top,null,null,n/a,n/a,543510,n/a,190727_024013,-8.0338,-132.7059,-6.9432,22.2165,23.6516,-26.2973,3.22,1.5,null,null,null,90.238,2103,5.332,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,55.1675,null,null,0,1,0,0,null,64,5,Sinker,2,6,6,2,6,2,6,2,Infield shift,Standard
FC,7/26/2019,87.6,1.7868,6.2299,Max Kepler,596146,446321,null,foul,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,S,null,null,2,1,2019,-0.091,0.5731,-1.127,1.8767,null,621439,null,2,8,Top,null,null,n/a,n/a,543510,n/a,190727_023937,-6.7294,-127.3278,-5.4847,0.2446,22.8951,-25.342,3.41,1.64,43,65.8,-4.9,86.488,2234,5.366,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,55.134,null,null,null,null,null,null,null,64,4,Cutter,2,6,6,2,6,2,6,2,Infield shift,Standard
SI,7/26/2019,91.1,1.8709,6.2358,Max Kepler,596146,446321,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,B,null,null,1,1,2019,1.4008,0.7751,-1.1052,1.7612,null,621439,null,2,8,Top,null,null,n/a,n/a,543510,n/a,190727_023853,-10.0856,-132.071,-6.8118,17.7268,23.8199,-22.3765,3.2525,1.64,null,null,null,89.491,2160,5.166,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,55.3339,null,null,null,null,null,null,null,64,3,Sinker,2,6,6,2,6,2,6,2,Infield shift,Standard
SI,7/26/2019,91,1.8806,6.298,Max Kepler,596146,446321,null,called_strike,n/a,n/a,n/a,n/a,8,null,R,L,L,CWS,MIN,S,null,null,1,0,2019,1.7095,0.7546,-0.1793,2.0012,null,621439,null,2,8,Top,null,null,n/a,n/a,543510,n/a,190727_023828,-8.4923,-132.0462,-6.3023,21.0475,26.3084,-22.627,3.29,1.64,null,null,null,89.332,2172,5.272,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,55.2274,null,null,null,null,null,null,null,64,2,Sinker,2,6,6,2,6,2,6,2,Infield shift,Standard
CU,7/26/2019,77.6,1.8066,6.3939,Max Kepler,596146,446321,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,CWS,MIN,B,null,null,0,0,2019,-0.4551,-0.5408,-0.3648,0.5225,null,621439,null,2,8,Top,null,null,n/a,n/a,543510,n/a,190727_023800,-3.7574,-112.8195,-4.6611,-3.1227,18.2264,-36.1092,3.2871,1.626,null,null,null,75.999,2187,4.926,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,55.5732,null,null,null,null,null,null,null,64,1,Curveball,2,6,6,2,6,2,6,2,Infield shift,Standard
SI,7/26/2019,91.8,1.8753,6.1531,Max Kepler,596146,446321,field_out,hit_into_play,n/a,n/a,n/a,n/a,3,Max Kepler grounds out softly; third baseman Yoan Moncada to first baseman Jose Abreu.  ,R,L,L,CWS,MIN,X,5,ground_ball,0,0,2019,1.4243,0.5439,0.5794,2.8854,null,null,null,2,6,Top,116.39,167.7,n/a,n/a,543510,n/a,190727_020813,-6.196,-133.4685,-3.5771,17.9411,25.4127,-25.3133,3.41,1.64,13,58.8,-12.2,91.117,2023,5.666,567313,446321,543510,547989,570560,660162,572365,445055,641553,544725,54.8336,0.07,0.062,0,1,0,0,1,49,1,Sinker,2,5,5,2,5,2,5,2,Infield shift,Standard
FF,7/26/2019,97,-0.8114,6.4816,Max Kepler,596146,656302,field_out,hit_into_play,n/a,n/a,n/a,n/a,9,Max Kepler flies out to center fielder Adam Engel.  ,R,L,R,CWS,MIN,X,8,fly_ball,1,1,2019,-0.1207,1.3683,0.4881,2.0982,null,null,null,1,4,Top,104.62,76.16,n/a,n/a,543510,n/a,190727_013530,3.6994,-140.9668,-9.1732,-2.3339,28.4359,-12.5424,3.39,1.64,297,83.2,32.3,96.342,2534,5.734,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.766,0.032,0.033,0,1,0,0,3,33,3,4-Seam Fastball,2,5,5,2,5,2,5,2,Infield shift,Standard
FF,7/26/2019,95.4,-1.0388,6.5603,Max Kepler,596146,656302,null,ball,n/a,n/a,n/a,n/a,11,null,R,L,R,CWS,MIN,B,null,null,0,1,2019,-0.1481,0.9177,-0.3774,4.3434,null,null,null,1,4,Top,null,null,n/a,n/a,543510,n/a,190727_013504,2.0487,-138.9779,-2.2717,-2.3095,27.9199,-20.1758,3.3389,1.64,null,null,null,95.086,2325,5.814,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.6859,null,null,null,null,null,null,null,33,2,4-Seam Fastball,2,5,5,2,5,2,5,2,Infield shift,Standard
FF,7/26/2019,96.6,-0.7855,6.5581,Max Kepler,596146,656302,null,called_strike,n/a,n/a,n/a,n/a,6,null,R,L,R,CWS,MIN,S,null,null,0,0,2019,-0.0751,0.895,0.3197,2.4163,null,null,null,1,4,Top,null,null,n/a,n/a,543510,n/a,190727_013447,3.0842,-140.6424,-7.498,-1.5698,26.4291,-19.1572,3.4679,1.64,null,null,null,96.507,2438,5.827,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.6729,null,null,null,null,null,null,null,33,1,4-Seam Fastball,2,5,5,2,5,2,5,2,Infield shift,Standard
CU,7/26/2019,79.9,-1.281,6.2926,Max Kepler,596146,656302,home_run,hit_into_play_score,n/a,n/a,n/a,n/a,5,Max Kepler homers (27) on a fly ball to right field.    Marwin Gonzalez scores.    Jason Castro scores.  ,R,L,R,CWS,MIN,X,null,fly_ball,3,2,2019,0.4058,-1.6094,0.1832,2.375,null,503556,488771,2,2,Top,230.34,72.17,n/a,n/a,543510,n/a,190727_004403,2.4484,-116.1258,1.0804,3.0969,22.7819,-46.8314,3.41,1.64,385,102.7,24.7,78.811,2647,5.702,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.7978,0.88,1.588,2,1,0,3,6,14,6,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,7/26/2019,77.7,-1.2322,6.4038,Max Kepler,596146,656302,null,called_strike,n/a,n/a,n/a,n/a,2,null,R,L,R,CWS,MIN,S,null,null,3,1,2019,0.667,-1.5862,-0.117,3.3608,null,503556,488771,2,2,Top,null,null,n/a,n/a,543510,n/a,190727_004319,1.1846,-112.9309,3.2072,5.3079,21.5444,-46.2128,3.3618,1.64,null,null,null,76.45,2652,5.56,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.9393,null,null,null,null,null,null,null,14,5,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,7/26/2019,97.6,-1.1858,6.466,Max Kepler,596146,656302,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,CWS,MIN,B,null,null,2,1,2019,0.1011,1.0816,1.6422,2.1329,null,503556,488771,2,2,Top,null,null,n/a,n/a,543510,n/a,190727_004249,7.2901,-141.7557,-8.5018,-0.186,29.7082,-16.2618,3.4491,1.64,null,null,null,96.763,2608,5.731,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.7687,null,null,null,null,null,null,null,14,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,7/26/2019,98.1,-1.338,6.5138,Max Kepler,596146,656302,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,CWS,MIN,B,null,null,1,1,2019,-0.0708,1.3047,0.2312,4.2286,null,503556,488771,2,2,Top,null,null,n/a,n/a,543510,n/a,190727_004220,4.3524,-142.7978,-3.6737,-1.8227,28.467,-14.0565,3.3092,1.5314,null,null,null,97.565,2623,5.669,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.8302,null,null,null,null,null,null,null,14,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,7/26/2019,78.5,-1.2025,6.3428,Max Kepler,596146,656302,null,called_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,CWS,MIN,S,null,null,1,0,2019,0.534,-1.9303,0.1558,2.0781,null,503556,488771,2,2,Top,null,null,n/a,n/a,543510,n/a,190727_004150,1.9458,-113.9653,1.2669,4.0595,25.219,-48.9785,3.3109,1.64,null,null,null,76.929,2796,5.76,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.7393,null,null,null,null,null,null,null,14,2,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,7/26/2019,78.9,-1.124,6.4178,Max Kepler,596146,656302,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,CWS,MIN,B,null,null,0,0,2019,0.747,-1.861,0.0964,4.3269,null,503556,488771,2,2,Top,null,null,n/a,n/a,543510,n/a,190727_004124,1.274,-114.437,5.772,6.0389,25.8142,-49.535,3.3142,1.4451,null,null,null,77.204,2637,5.771,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.7286,null,null,null,null,null,null,null,14,1,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,7/26/2019,97.8,-1.2577,6.5546,Max Kepler,596146,656302,field_out,hit_into_play,n/a,n/a,n/a,n/a,6,Max Kepler grounds out; first baseman Jose Abreu to pitcher Dylan Cease.  ,R,L,R,CWS,MIN,X,3,ground_ball,1,2,2019,0.0097,1.2838,0.679,2.2416,null,null,null,0,1,Top,150.8,163.35,n/a,n/a,543510,n/a,190727_001230,5.1289,-142.1087,-8.9219,-0.9516,29.9498,-13.4517,3.41,1.64,5,76.1,-23.6,96.846,2479,5.646,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.8533,0.062,0.061,0,1,0,0,2,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,7/26/2019,78.7,-1.1066,6.4454,Max Kepler,596146,656302,null,foul,n/a,n/a,n/a,n/a,13,null,R,L,R,CWS,MIN,S,null,null,1,2,2019,0.4706,-1.7001,-0.251,1.2696,null,null,null,0,1,Top,null,null,n/a,n/a,543510,n/a,190727_001204,0.9938,-114.4179,-1.2663,3.798,22.7855,-46.633,3.41,1.64,null,null,null,77.328,2550,5.539,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.9601,null,null,null,null,null,null,null,1,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,7/26/2019,97.1,-1.0867,6.5318,Max Kepler,596146,656302,null,foul_tip,n/a,n/a,n/a,n/a,5,null,R,L,R,CWS,MIN,S,null,null,1,1,2019,-0.1992,1.5177,0.0376,2.5585,null,null,null,0,1,Top,null,null,n/a,n/a,543510,n/a,190727_001144,3.4141,-141.1931,-8.4564,-3.3069,27.9322,-10.6631,3.41,1.64,null,null,null,96.556,2475,5.727,567313,656302,543510,547989,570560,660162,572365,445055,641553,544725,54.7729,null,null,null,null,null,null,null,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
