pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,9/14/2019,85.7,-0.5902,6.6685,Max Kepler,596146,675916,strikeout,swinging_strike,n/a,n/a,n/a,n/a,14,Max Kepler strikes out swinging.   Max Kepler to 1st.  Wild pitch by pitcher James Karinchak.  ,R,L,R,CLE,MIN,S,null,null,0,2,2019,-0.0839,-1.1958,0.198,0.2093,null,null,null,1,9,Top,null,null,n/a,n/a,606992,n/a,190915_015912,1.9975,-124.6373,-6.5681,-1.2449,24.5171,-43.2765,3.4,1.64,null,null,null,84.611,2687,5.562,565389,675916,606992,467793,502273,475247,596019,656185,640458,624577,54.9378,null,null,0,1,0,0,null,72,4,Curveball,5,9,9,5,9,5,9,5,Infield shift,Standard
CU,9/14/2019,86.2,-0.4385,6.6667,Max Kepler,596146,675916,null,foul,n/a,n/a,n/a,n/a,8,null,R,L,R,CLE,MIN,S,null,null,0,2,2019,0.3271,-1.1117,0.0732,1.9489,null,null,null,1,9,Top,null,null,n/a,n/a,606992,n/a,190915_015846,0.5681,-125.2841,-2.7472,3.1821,25.7544,-43.1037,3.4,1.64,7,70.7,-16.4,84.273,2852,5.133,565389,675916,606992,467793,502273,475247,596019,656185,640458,624577,55.3666,null,null,null,null,null,null,null,72,3,Curveball,5,9,9,5,9,5,9,5,Infield shift,Standard
FF,9/14/2019,97.6,-0.6487,6.5828,Max Kepler,596146,675916,null,swinging_strike,n/a,n/a,n/a,n/a,3,null,R,L,R,CLE,MIN,S,null,null,0,1,2019,-0.4206,1.7687,0.3253,3.3369,null,null,null,1,9,Top,null,null,n/a,n/a,606992,n/a,190915_015828,3.5369,-141.7609,-7.106,-6.4123,34.5327,-7.3573,3.4,1.64,null,null,null,96.438,2540,5.876,565389,675916,606992,467793,502273,475247,596019,656185,640458,624577,54.6238,null,null,null,null,null,null,null,72,2,4-Seam Fastball,5,9,9,5,9,5,9,5,Infield shift,Standard
CU,9/14/2019,83.8,-0.6802,6.63,Max Kepler,596146,675916,null,called_strike,n/a,n/a,n/a,n/a,3,null,R,L,R,CLE,MIN,S,null,null,0,0,2019,0.4354,-1.1224,0.7498,3.2344,null,null,null,1,9,Top,null,null,n/a,n/a,606992,n/a,190915_015812,2.4283,-121.7967,0.7019,3.6876,24.4618,-43.3508,3.4348,1.6281,null,null,null,82.181,2588,5.319,565389,675916,606992,467793,502273,475247,596019,656185,640458,624577,55.1807,null,null,null,null,null,null,null,72,1,Curveball,5,9,9,5,9,5,9,5,Infield shift,Standard
SI,9/14/2019,89.8,2.5653,5.251,Max Kepler,596146,424144,force_out,hit_into_play,n/a,n/a,n/a,n/a,5,Max Kepler grounds into a force out; first baseman Carlos Santana to shortstop Francisco Lindor.   Ian Miller out at 2nd.  Max Kepler advances to 2nd; on a throwing error by shortstop Francisco Lindor.  ,R,L,L,CLE,MIN,X,6,ground_ball,0,0,2019,1.5107,0.4883,-0.2203,2.2685,null,null,641878,0,8,Top,146.39,175.59,n/a,n/a,608700,n/a,190915_013104,-9.9177,-130.2877,-2.3817,18.955,26.1596,-26.4421,3.4,1.64,3,78.3,-40.2,88.994,2193,5.854,565389,424144,608700,467793,502273,475247,596019,656185,640458,624577,54.6456,0.032,0.032,0,1,0,0,2,60,1,Sinker,5,4,4,5,4,5,4,5,Infield shift,Standard
CU,9/14/2019,78.1,-1.0353,5.9018,Max Kepler,596146,605182,strikeout,swinging_strike_blocked,n/a,n/a,n/a,n/a,14,Max Kepler strikes out swinging; catcher Roberto Perez to first baseman Carlos Santana.  ,R,L,R,CLE,MIN,S,2,null,0,2,2019,0.9402,-0.8505,0.002,0.6921,null,null,null,2,7,Top,null,null,n/a,n/a,547379,n/a,190914_190449,0.5158,-113.769,-2.8343,8.0572,19.6827,-39.2643,3.2582,1.521,null,null,null,78.198,2382,6.172,565388,605182,547379,467793,543401,644374,596019,656185,640458,624577,54.3273,null,null,0,1,0,0,null,51,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic
CU,9/14/2019,77.9,-0.9809,5.8706,Max Kepler,596146,605182,null,swinging_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,CLE,MIN,S,null,null,0,1,2019,0.6303,-1.0528,-0.2564,1.9898,null,null,null,2,7,Top,null,null,n/a,n/a,547379,n/a,190914_190425,0.4196,-113.473,0.3423,5.3413,17.8825,-41.4668,3.3508,1.5887,null,null,null,77.815,2327,5.864,565388,605182,547379,467793,543401,644374,596019,656185,640458,624577,54.6358,null,null,null,null,null,null,null,51,2,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic
CU,9/14/2019,77.5,-0.8994,5.9211,Max Kepler,596146,605182,null,called_strike,n/a,n/a,n/a,n/a,14,null,R,L,R,CLE,MIN,S,null,null,0,0,2019,0.9757,-0.8985,0.8568,1.9353,null,null,null,2,7,Top,null,null,n/a,n/a,547379,n/a,190914_190409,1.9802,-112.8165,0.0192,7.9336,19.9874,-40.0261,3.38,1.646,null,null,null,77.399,2491,6.138,565388,605182,547379,467793,543401,644374,596019,656185,640458,624577,54.3614,null,null,null,null,null,null,null,51,1,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic
FT,9/14/2019,91.3,-1.8196,5.5768,Max Kepler,596146,471911,field_out,hit_into_play,n/a,n/a,n/a,n/a,8,Max Kepler grounds out sharply; second baseman Mike Freeman to first baseman Carlos Santana.  ,R,L,R,CLE,MIN,X,4,ground_ball,0,0,2019,-1.2325,0.6913,-0.0437,1.8843,null,null,null,1,6,Top,158.58,143.59,n/a,n/a,608700,n/a,190915_005805,7.142,-132.7966,-4.9117,-16.1392,28.0149,-23.1381,3.4,1.64,11,100.4,-9.7,91.539,2175,6.425,565389,471911,608700,467793,502273,475247,596019,656669,640458,624577,54.0748,0.312,0.254,0,1,0,0,2,45,1,2-Seam Fastball,5,2,2,5,2,5,2,5,Infield shift,Standard
FF,9/14/2019,95.1,-1.2192,5.7697,Max Kepler,596146,605182,field_out,hit_into_play,n/a,n/a,n/a,n/a,8,Max Kepler lines out to left fielder Jordan Luplow.  ,R,L,R,CLE,MIN,X,7,line_drive,3,1,2019,-0.5268,1.6373,0.0589,2.1214,null,null,null,1,5,Top,81.76,84.19,n/a,n/a,547379,n/a,190914_183014,4.5542,-138.3569,-7.6676,-7.779,28.5316,-9.5246,3.3853,1.65,292,89,20.2,95.753,2380,6.508,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.9918,0.34,0.335,0,1,0,0,4,34,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard
FF,9/14/2019,93.9,-1.1424,5.7761,Max Kepler,596146,605182,null,called_strike,n/a,n/a,n/a,n/a,5,null,R,L,R,CLE,MIN,S,null,null,3,0,2019,-0.2444,1.6638,-0.0583,2.7524,null,null,null,1,5,Top,null,null,n/a,n/a,547379,n/a,190914_182947,3.3667,-136.8128,-5.9004,-3.7754,27.1345,-10.03,3.407,1.6185,null,null,null,94.774,2489,6.503,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.9961,null,null,null,null,null,null,null,34,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard
CH,9/14/2019,85.2,-1.0899,5.6569,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,CLE,MIN,B,null,null,2,0,2019,-0.478,1.0901,0.5498,4.5682,null,null,null,1,5,Top,null,null,n/a,n/a,547379,n/a,190914_182932,4.9105,-124.2289,1.4159,-5.9511,20.8118,-20.866,3.373,1.6553,null,null,null,87.099,1417,7.019,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.48,null,null,null,null,null,null,null,34,3,Changeup,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/14/2019,78.6,-0.9793,5.94,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,CLE,MIN,B,null,null,1,0,2019,0.5528,-1.199,0.9962,1.3931,null,null,null,1,5,Top,null,null,n/a,n/a,547379,n/a,190914_182917,3.2595,-114.5282,-0.8838,4.2862,19.6801,-42.7445,3.3612,1.5265,null,null,null,78.653,2587,6.097,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,54.4027,null,null,null,null,null,null,null,34,2,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/14/2019,77.1,-0.9812,5.926,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,6,null,R,L,R,CLE,MIN,B,null,null,0,0,2019,1.0347,-1.1281,0.7367,2.249,null,null,null,1,5,Top,null,null,n/a,n/a,547379,n/a,190914_182902,1.7805,-112.1521,1.2129,8.2923,21.1717,-42.0473,3.3789,1.5903,null,null,null,76.684,2418,6.109,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,54.3908,null,null,null,null,null,null,null,34,1,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard
CU,9/14/2019,77.8,-0.1637,6.146,Max Kepler,596146,621056,field_out,hit_into_play,n/a,n/a,n/a,n/a,2,Max Kepler grounds out; shortstop Francisco Lindor to first baseman Carlos Santana.  ,R,L,R,CLE,MIN,X,6,ground_ball,0,1,2019,0.4798,-0.8663,-0.1573,3.0762,null,null,null,1,3,Top,140.8,145.11,n/a,n/a,608700,n/a,190915_000851,-0.8253,-113.1823,1.7908,4.1647,19.5882,-39.9898,3.4,1.64,63,95.5,1.1,76.875,2301,5.523,565389,621056,608700,467793,502273,644374,596019,656669,640458,624577,54.9766,0.42,0.418,0,1,0,0,4,22,2,Curveball,2,2,2,2,2,2,2,2,Infield shift,Standard
FF,9/14/2019,94.1,0.5563,6.4682,Max Kepler,596146,621056,null,foul,n/a,n/a,n/a,n/a,12,null,R,L,R,CLE,MIN,S,null,null,0,0,2019,-0.1719,1.4335,1.188,3.0242,null,null,null,1,3,Top,null,null,n/a,n/a,608700,n/a,190915_000827,1.9891,-136.9477,-6.3237,-2.524,26.8466,-13.3617,3.4,1.64,276,77.9,30.7,93.58,2412,5.725,565389,621056,608700,467793,502273,644374,596019,656669,640458,624577,54.7748,null,null,null,null,null,null,null,22,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shift,Standard
CH,9/14/2019,87.2,-1.2339,5.6407,Max Kepler,596146,605182,single,hit_into_play_no_out,n/a,n/a,n/a,n/a,4,Max Kepler singles on a line drive to right fielder Yasiel Puig.  ,R,L,R,CLE,MIN,X,9,line_drive,1,1,2019,-0.8241,0.9008,-0.6208,2.3264,null,null,null,1,3,Top,191.13,95.86,n/a,n/a,547379,n/a,190914_174548,3.2326,-127.0959,-3.8345,-9.7462,22.0951,-21.6285,3.4283,1.6695,232,95.3,11.4,88.756,1352,6.831,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.6687,0.852,0.778,0.9,1,1,0,4,16,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic
FF,9/14/2019,94.1,-1.2944,5.6909,Max Kepler,596146,605182,null,called_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,CLE,MIN,S,null,null,1,0,2019,-0.4706,1.425,0.209,2.0511,null,null,null,1,3,Top,null,null,n/a,n/a,547379,n/a,190914_174523,4.9937,-137.001,-7.0258,-7.0456,27.9567,-12.6734,3.4337,1.6248,null,null,null,95.111,2253,6.677,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.8227,null,null,null,null,null,null,null,16,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic
FF,9/14/2019,94.3,-1.0886,5.7897,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,12,null,R,L,R,CLE,MIN,B,null,null,0,0,2019,-0.3089,1.3752,1.058,3.6151,null,null,null,1,3,Top,null,null,n/a,n/a,547379,n/a,190914_174507,6.3588,-137.4912,-3.1913,-5.2548,26.5904,-13.8001,3.4153,1.6317,null,null,null,95.97,2300,6.858,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.6415,null,null,null,null,null,null,null,16,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,9/14/2019,93.9,-1.3447,5.7493,Max Kepler,596146,605182,double,hit_into_play_no_out,n/a,n/a,n/a,n/a,7,Max Kepler doubles (32) on a sharp line drive to left fielder Jordan Luplow.  ,R,L,R,CLE,MIN,X,7,line_drive,2,0,2019,-0.6171,1.4338,-0.4711,1.8593,null,null,null,0,1,Top,82.26,53.4,n/a,n/a,547379,n/a,190914_171108,3.6562,-136.6776,-7.6426,-8.5747,26.9086,-12.6005,3.265,1.65,359,101.3,19.3,94.821,2291,6.572,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.9275,0.5,0.62,1.25,1,1,1,5,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,9/14/2019,86.7,-1.235,5.5758,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,CLE,MIN,B,null,null,1,0,2019,-0.8651,1.1877,0.0169,0.8169,null,null,null,0,1,Top,null,null,n/a,n/a,547379,n/a,190914_171040,4.8882,-126.2187,-7.8442,-10.4705,23.6239,-17.7487,3.3421,1.5878,null,null,null,88.357,1640,7.12,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.3798,null,null,null,null,null,null,null,1,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,9/14/2019,93.7,-1.5362,5.6332,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,CLE,MIN,B,null,null,0,0,2019,-0.7513,1.4132,-1.9981,1.9141,null,null,null,0,1,Top,null,null,n/a,n/a,547379,n/a,190914_171027,0.5097,-136.5597,-7.2148,-9.7553,27.9091,-12.7142,3.3344,1.5802,null,null,null,95.277,2391,6.957,565388,605182,547379,467793,543401,644374,596019,656669,640458,624577,53.5424,null,null,null,null,null,null,null,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,9/14/2019,89.1,-2.231,5.9991,Max Kepler,596146,461325,field_out,hit_into_play,n/a,n/a,n/a,n/a,13,Max Kepler flies out to left fielder Jordan Luplow.  ,R,L,R,CLE,MIN,X,7,fly_ball,0,0,2019,-1.0045,1.4578,-0.8592,2.3009,null,null,null,0,1,Top,81.37,126.82,n/a,n/a,608700,n/a,190914_231111,5.4284,-129.5076,-6.0684,-12.3173,25.7121,-14.8743,3.4,1.65,244,81.7,50.3,88.856,2227,6.089,565389,461325,608700,467793,502273,644374,596019,656669,640458,624577,54.4101,0.022,0.012,0,1,0,0,3,1,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic
CH,9/8/2019,85.3,-1.1823,5.6623,Max Kepler,596146,605182,field_out,hit_into_play,n/a,n/a,n/a,n/a,13,Max Kepler pops out to pitcher Mike Clevinger in foul territory.  ,R,L,R,MIN,CLE,X,1,popup,1,2,2019,-1.4179,0.4722,-1.105,1.8819,null,null,null,0,1,Bot,105.84,195.8,n/a,n/a,608700,n/a,190908_181939,3.117,-124.288,-3.6214,-15.5688,24.3974,-26.6688,3.39,1.63,76,59,78.1,86.315,1504,6.82,567032,605182,608700,467793,543401,644374,596019,656185,640458,624577,53.6791,0.005,0,0,1,0,0,1,4,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,9/8/2019,77.4,-0.9661,5.8786,Max Kepler,596146,605182,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,MIN,CLE,B,null,null,0,2,2019,0.4772,-1.0385,2.1148,0.0562,null,null,null,0,1,Bot,null,null,n/a,n/a,608700,n/a,190908_181917,5.7005,-112.5392,-3.5485,2.9561,21.2775,-40.5087,3.4642,1.6279,null,null,null,77.221,2144,6.3,567032,605182,608700,467793,543401,644374,596019,656185,640458,624577,54.1997,null,null,null,null,null,null,null,4,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,9/8/2019,93.9,-1.4186,5.6971,Max Kepler,596146,605182,null,foul,n/a,n/a,n/a,n/a,4,null,R,L,R,MIN,CLE,S,null,null,0,2,2019,-0.4987,1.3751,-0.512,2.7757,null,null,null,0,1,Bot,null,null,n/a,n/a,608700,n/a,190908_181903,3.4977,-136.8016,-5.0214,-7.0934,27.9071,-13.74,3.39,1.63,170,68.8,61.7,95.059,2165,6.729,567032,605182,608700,467793,543401,644374,596019,656185,640458,624577,53.7706,null,null,null,null,null,null,null,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,9/8/2019,93.8,-1.2806,5.7875,Max Kepler,596146,605182,null,foul,n/a,n/a,n/a,n/a,1,null,R,L,R,MIN,CLE,S,null,null,0,1,2019,-0.602,1.536,-0.4786,3.2533,null,null,null,0,1,Bot,null,null,n/a,n/a,608700,n/a,190908_181837,3.4298,-136.6376,-4.2826,-8.3337,29.5638,-12.0779,3.39,1.63,null,null,null,94.354,2114,6.515,567032,605182,608700,467793,543401,644374,596019,656185,640458,624577,53.9845,null,null,null,null,null,null,null,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,9/8/2019,94,-1.5797,5.6082,Max Kepler,596146,605182,null,called_strike,n/a,n/a,n/a,n/a,8,null,R,L,R,MIN,CLE,S,null,null,0,0,2019,-0.6716,1.4769,-0.0927,1.797,null,null,null,0,1,Bot,null,null,n/a,n/a,608700,n/a,190908_181821,5.3934,-136.8,-7.5246,-9.6985,29.7313,-11.984,3.3842,1.5483,null,null,null,94.678,2137,6.645,567032,605182,608700,467793,543401,644374,596019,656185,640458,624577,53.8542,null,null,null,null,null,null,null,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
SL,9/7/2019,79.6,2.8686,5.0983,Max Kepler,596146,424144,walk,ball,n/a,n/a,n/a,n/a,13,Max Kepler walks.  ,R,L,L,MIN,CLE,B,null,null,3,1,2019,-0.8915,-0.421,-1.5453,1.1086,570731,null,null,0,7,Bot,null,null,n/a,n/a,547379,n/a,190908_014513,-7.9376,-115.6103,-1.1917,-6.265,21.9347,-35.8767,3.3866,1.6401,null,null,null,78.376,2368,5.573,567031,424144,547379,467793,543401,502273,596019,656185,640458,624577,54.9268,null,null,0.7,1,0,0,null,56,5,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard
SI,9/7/2019,92.4,2.8991,5.2308,Max Kepler,596146,424144,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,L,MIN,CLE,B,null,null,2,1,2019,1.6697,0.5583,2.3368,2.0878,570731,null,null,0,7,Bot,null,null,n/a,n/a,547379,n/a,190908_014447,-4.9677,-134.2567,-3.3061,20.9316,31.0916,-25.0482,3.4103,1.7056,null,null,null,91.378,2068,5.912,567031,424144,547379,467793,543401,502273,596019,656185,640458,624577,54.5872,null,null,null,null,null,null,null,56,4,Sinker,2,2,2,2,2,2,2,2,Infield shift,Standard
SL,9/7/2019,79.2,2.1123,5.5619,Max Kepler,596146,424144,null,blocked_ball,n/a,n/a,n/a,n/a,13,null,R,L,L,MIN,CLE,B,null,null,1,1,2019,-1.011,-0.5817,-0.7305,0.4806,570731,null,null,0,7,Bot,null,null,n/a,n/a,547379,n/a,190908_014417,-4.3191,-115.2377,-3.2072,-8.0432,21.9142,-36.9056,3.3155,1.5152,null,null,null,78.626,2179,5.944,567031,424144,547379,467793,543401,502273,596019,656185,640458,624577,54.5553,null,null,null,null,null,null,null,56,3,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard
SL,9/7/2019,78.8,2.484,5.1379,Max Kepler,596146,424144,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,L,MIN,CLE,B,null,null,0,1,2019,-1.1449,-0.0005,-1.4323,1.7858,570731,null,null,0,7,Bot,null,null,n/a,n/a,547379,n/a,190908_014353,-6.3414,-114.4518,-0.4187,-8.5481,21.8162,-32.3638,3.3392,1.6401,null,null,null,77.486,2298,5.532,567031,424144,547379,467793,543401,502273,596019,656185,640458,624577,54.9678,null,null,null,null,null,null,null,56,2,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard
SL,9/7/2019,79.9,2.8498,5.0817,Max Kepler,596146,424144,null,called_strike,n/a,n/a,n/a,n/a,8,null,R,L,L,MIN,CLE,S,null,null,0,0,2019,-0.6886,-0.4063,0.2002,1.747,570731,null,null,0,7,Bot,null,null,n/a,n/a,547379,n/a,190908_014334,-4.5094,-116.1655,0.1082,-5.2294,21.4092,-36.0241,3.4814,1.7056,null,null,null,78.761,2273,5.503,567031,424144,547379,467793,543401,502273,596019,656185,640458,624577,54.9965,null,null,null,null,null,null,null,56,1,Slider,2,2,2,2,2,2,2,2,Infield shift,Standard
SI,9/7/2019,91.3,-1.4103,5.8167,Max Kepler,596146,650644,field_out,hit_into_play,n/a,n/a,n/a,n/a,4,Max Kepler grounds out; shortstop Francisco Lindor to first baseman Carlos Santana.  ,R,L,R,MIN,CLE,X,6,ground_ball,0,0,2019,-0.915,0.8619,-0.5136,2.5155,null,null,null,0,5,Bot,148.24,144.92,n/a,n/a,547379,n/a,190908_004509,4.125,-132.9276,-4.2562,-11.4658,25.3173,-21.5253,3.4814,1.6401,21,104,-5.8,90.744,2185,5.672,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.8273,0.318,0.286,0,1,0,0,2,37,1,Sinker,1,0,1,0,0,1,1,0,Infield shift,Standard
SI,9/7/2019,93.7,-1.2633,5.949,Max Kepler,596146,650644,walk,ball,n/a,n/a,n/a,n/a,13,Max Kepler walks.  ,R,L,R,MIN,CLE,B,null,null,3,0,2019,-1.3023,0.8824,-0.4144,1.4192,null,null,null,2,3,Bot,null,null,n/a,n/a,547379,n/a,190908_000143,5.0323,-136.2976,-7.9207,-17.2437,27.4916,-19.7863,3.505,1.6817,null,null,null,93.786,2382,6.176,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.3234,null,null,0.7,1,0,0,null,21,4,Sinker,1,0,1,0,0,1,1,0,Infield shift,Standard
FC,9/7/2019,89,-1.0623,5.9995,Max Kepler,596146,650644,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,MIN,CLE,B,null,null,2,0,2019,0.8635,0.5372,1.8116,1.915,null,null,null,2,3,Bot,null,null,n/a,n/a,547379,n/a,190908_000122,5.2277,-129.4667,-5.1094,8.6637,22.937,-25.5135,3.4576,1.6103,null,null,null,88.532,2740,5.679,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.8202,null,null,null,null,null,null,null,21,3,Cutter,1,0,1,0,0,1,1,0,Infield shift,Standard
CU,9/7/2019,76.2,-1.1252,5.9896,Max Kepler,596146,650644,null,ball,n/a,n/a,n/a,n/a,7,null,R,L,R,MIN,CLE,B,null,null,1,0,2019,0.9648,-1.5568,-0.4893,1.5954,null,null,null,2,3,Bot,null,null,n/a,n/a,547379,n/a,190908_000101,-0.3677,-110.8038,0.6448,7.8386,21.8365,-45.0944,3.4102,1.5627,null,null,null,75.312,2972,5.912,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.5874,null,null,null,null,null,null,null,21,2,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard
CU,9/7/2019,76.6,-1.1003,6.0118,Max Kepler,596146,650644,null,ball,n/a,n/a,n/a,n/a,13,null,R,L,R,MIN,CLE,B,null,null,0,0,2019,1.1977,-1.4341,-0.0834,0.5831,null,null,null,2,3,Bot,null,null,n/a,n/a,547379,n/a,190908_000040,0.0809,-111.226,-1.7782,9.3468,23.9544,-43.3419,3.3865,1.5627,null,null,null,74.135,2976,5.033,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,55.4662,null,null,null,null,null,null,null,21,1,Curveball,1,0,1,0,0,1,1,0,Infield shift,Standard
CU,9/7/2019,76.9,-1.1847,6.1008,Max Kepler,596146,650644,strikeout,swinging_strike_blocked,n/a,n/a,n/a,n/a,14,Max Kepler strikes out swinging; catcher Roberto Perez to first baseman Carlos Santana.  ,R,L,R,MIN,CLE,S,2,null,2,2,2019,1.2097,-1.6904,0.1261,0.7908,null,null,null,0,1,Bot,null,null,n/a,n/a,547379,n/a,190907_232105,0.6611,-111.4515,-1.0324,9.2504,26.6622,-45.4483,3.3154,1.64,null,null,null,73.899,2960,5.043,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,55.4566,null,null,0,1,0,0,null,4,5,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,9/7/2019,88.9,-1.1962,6.1702,Max Kepler,596146,650644,null,foul,n/a,n/a,n/a,n/a,12,null,R,L,R,MIN,CLE,S,null,null,2,1,2019,0.3503,0.7776,0.9651,2.9495,null,null,null,0,1,Bot,null,null,n/a,n/a,547379,n/a,190907_232044,4.5146,-129.2198,-3.3901,2.9156,25.9599,-23.2554,3.2679,1.64,78,80.2,3.7,87.707,2608,5.519,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.9801,null,null,null,null,null,null,null,4,4,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,9/7/2019,88,-1.3338,6.0676,Max Kepler,596146,650644,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,MIN,CLE,B,null,null,1,1,2019,0.3925,0.7131,0.3292,0.8497,null,null,null,0,1,Bot,null,null,n/a,n/a,547379,n/a,190907_232024,3.1817,-127.7123,-7.7694,3.4684,26.6262,-23.3227,3.3391,1.5627,null,null,null,86.102,2772,5.249,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,55.2501,null,null,null,null,null,null,null,4,3,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,9/7/2019,89.1,-1.3259,6.1473,Max Kepler,596146,650644,null,ball,n/a,n/a,n/a,n/a,14,null,R,L,R,MIN,CLE,B,null,null,0,1,2019,0.2362,1.1215,0.9869,2.0925,null,null,null,0,1,Bot,null,null,n/a,n/a,547379,n/a,190907_232006,5.1036,-129.3187,-6.0358,1.4338,28.4333,-18.9858,3.4813,1.6817,null,null,null,87.305,2643,5.422,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,55.0772,null,null,null,null,null,null,null,4,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,9/7/2019,88.2,-1.229,6.1431,Max Kepler,596146,650644,null,foul,n/a,n/a,n/a,n/a,14,null,R,L,R,MIN,CLE,S,null,null,0,0,2019,0.5683,0.9603,0.9368,2.2543,null,null,null,0,1,Bot,null,null,n/a,n/a,547379,n/a,190907_231855,4.0589,-128.2253,-5.2403,5.3118,25.3103,-21.0561,3.4576,1.64,4,73.6,-28.7,87.078,2582,5.528,567031,650644,547379,467793,543401,502273,596019,656185,640458,624577,54.9714,null,null,null,null,null,null,null,4,1,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
